transcript	length	SRR2040575_brain	SRR2040576_brain	SRR2040577_heart	SRR2040578_heart	SRR2040579_liver	SRR2040580_liver	SRR2040581_testes	SRR2040582_testes	SRR2040583_testes
NM_203407.2_CXorf67	1939	2	4	0	0	0	2	8	12	0
NM_203405.1_KRTAP26-1	1172	0	0	0	0	0	0	0	2	0
NM_203404.1_AMPD2	3423	29	12	2	4	3	10	9	5	0
NM_203403.1_LURAP1L	2718	12	2	2	2	12	26	4	4	0
NM_203402.2_FITM1	1064	2	0	94	32	4	17	4	8	28
NM_203401.1_STMN1	1730	256	246	16	11	2	2	131	125	0
NM_203400.4_RPRML	1110	24	13	2	0	0	0	1	0	0
NM_203399.1_STMN1	1518	288	252	14	4	4	0	166	124	0
NM_203397.2_MBLAC1	1518	10	6	2	3	2	6	5	4	0
NM_203395.2_IYD	7419	3	3	2	3	8	10	5	11	6
NM_203394.2_E2F7	5742	2	2	0	0	2	1	10	15	16
NM_203391.3_GK	4503	8	7	4	1	7	131	22	8	11
NM_203390.2_RBM12B	5115	14	24	12	20	4	19	24	54	12
NM_203382.2_AMACR	3191	14	8	0	1	28	11	5	10	0
NM_203380.1_ACSL5	3399	5	2	6	16	38	86	28	17	2
NM_203379.1_ACSL5	3233	6	4	8	16	42	74	26	12	0
NM_203378.1_MB	1153	0	0	2477	1415	0	3	2	2	0
NM_203377.1_MB	1170	0	2	2494	1474	0	0	4	0	0
NM_203376.1_TMEM81	1350	10	16	2	2	0	10	10	9	0
NM_203374.1_ZNF784	2006	4	10	6	0	6	6	4	6	0
NM_203373.2_FBXL22	1570	0	0	4	2	0	3	0	4	10
NM_203372.1_ACSL3	4262	151	88	34	31	14	40	45	72	0
NM_203371.1_FIBIN	3024	18	16	30	36	0	0	6	6	0
NM_203370.1_FAM212A	1058	2	0	0	0	0	0	4	2	0
NM_203365.3_RAPH1	2782	6	6	0	11	2	5	8	17	0
NM_203356.2_CTAGE5	3511	2	4	2	3	9	43	18	20	0
NM_203355.2_CTAGE5	3551	0	2	0	0	22	32	18	16	8
NM_203354.2_CTAGE5	3431	8	2	0	2	18	74	22	24	2
NM_203352.2_PDLIM7	1668	4	0	24	20	2	4	10	9	16
NM_203351.1_MAP3K3	4843	14	16	23	33	2	26	30	39	2
NM_203350.2_ZRANB2	3087	54	39	16	43	10	69	58	130	0
NM_203349.3_SHC4	4556	18	10	12	1	0	0	36	96	15
NM_203347.1_LCN15	762	2	2	0	0	0	2	0	0	0
NM_203346.4_HDLBP	6377	55	64	56	34	50	81	162	190	24
NM_203344.2_SERTAD3	1416	2	4	14	10	0	8	8	6	0
NM_203343.2_EPB41	5694	8	14	13	4	7	21	17	44	8
NM_203342.2_EPB41	5999	4	2	4	0	8	46	8	26	0
NM_203341.1_SEP15	1801	32	25	26	37	26	87	39	71	0
NM_203331.2_CD59	7680	56	30	70	163	14	48	20	61	5
NM_203330.2_CD59	7796	42	36	74	138	14	34	12	49	4
NM_203329.2_CD59	7751	34	34	51	148	18	25	20	49	2
NM_203327.1_SLC23A2	6971	141	101	8	8	42	196	30	82	10
NM_203318.1_MYO18A	7546	83	82	41	59	34	152	59	73	10
NM_203315.2_BDH1	3330	76	74	56	14	199	77	19	27	21
NM_203309.2_HEATR4	3472	0	0	1	0	4	1	28	12	0
NM_203305.2_FAM102A	3643	89	50	6	4	14	20	40	90	2
NM_203304.3_MEX3D	2863	12	10	4	0	4	6	51	10	2
NM_203303.2_ZCCHC13	859	0	0	0	0	0	0	8	0	0
NM_203301.3_FBXO33	5149	48	50	14	18	8	19	42	54	0
NM_203299.3_C9orf131	3424	0	0	0	0	0	0	42	14	0
NM_203298.2_CHCHD1	844	12	10	16	8	26	24	14	17	0
NM_203297.1_TRIM7	3026	3	4	5	1	0	7	12	8	6
NM_203296.1_TRIM7	2869	2	0	4	0	2	0	0	0	0
NM_203295.1_TRIM7	2660	0	0	2	0	0	2	2	4	0
NM_203294.1_TRIM7	2592	2	0	2	0	0	0	0	0	0
NM_203293.2_TRIM7	2978	5	5	3	2	0	2	8	4	0
NM_203292.1_RBBP8	3233	2	4	2	9	0	6	20	36	0
NM_203291.1_RBBP8	3249	0	4	6	4	4	0	38	42	0
NM_203290.3_POLR1C	1353	8	2	12	20	0	18	16	21	0
NM_203289.5_POU5F1	2075	2	12	2	10	9	6	15	35	159
NM_203288.1_RP9	1184	21	24	24	24	4	25	28	39	0
NM_203287.1_PSG11	1243	0	0	0	0	0	0	0	0	0
NM_203286.1_NECTIN1	1451	6	6	0	0	4	4	0	2	0
NM_203285.1_NECTIN1	1549	18	12	0	0	0	0	0	0	0
NM_203284.2_RBPJ	6008	22	20	12	7	0	25	37	54	2
NM_203283.2_RBPJ	5762	30	21	16	6	2	24	38	46	0
NM_203282.3_ZNF254	4127	6	3	0	2	0	10	1	4	0
NM_203281.2_BMX	2592	0	0	0	3	0	2	0	4	0
NM_202758.3_ENOSF1	5363	1	4	6	3	24	18	29	24	31
NM_202494.2_GIPC1	1502	20	16	8	0	2	6	4	7	0
NM_202470.2_GIPC1	1820	18	10	10	12	4	10	2	10	0
NM_202469.2_GIPC1	1590	12	28	4	6	2	2	12	10	0
NM_202468.2_GIPC1	1908	32	14	8	4	0	12	10	6	0
NM_202004.3_HFE2	1525	0	0	2	2	28	8	2	0	0
NM_202001.2_ERCC1	1291	22	13	24	14	7	18	23	23	0
NM_202000.2_ACSM3	1587	0	0	0	2	24	5	1	5	10
NM_201999.2_ELF2	3242	5	7	4	7	8	8	23	65	0
NM_201998.2_SF1	2949	28	14	32	19	6	51	78	53	2
NM_201997.2_SF1	2953	40	26	22	36	12	16	46	38	2
NM_201995.2_SF1	3154	32	24	36	18	28	38	58	56	4
NM_201653.3_CHIA	1739	0	0	0	1	0	1	1	0	0
NM_201651.2_SLC28A1	1380	0	0	0	0	12	5	0	0	0
NM_201650.2_LRRC23	1650	9	14	0	3	0	0	28	25	4
NM_201649.3_SLC6A9	3390	12	1	0	0	2	2	2	0	6
NM_201648.2_GLYAT	2068	0	0	3	0	175	0	1	0	0
NM_201647.2_STAMBP	6277	26	14	14	12	8	12	18	20	0
NM_201636.2_TBXA2R	1959	2	0	2	2	4	2	3	5	0
NM_201634.3_TCF7	2935	0	0	2	0	0	5	0	6	4
NM_201632.3_TCF7	2839	0	2	0	0	0	2	0	8	4
NM_201631.3_TGM5	2777	2	0	2	0	0	0	2	0	0
NM_201630.1_LRRN2	3207	26	20	0	0	0	2	8	6	2
NM_201629.3_TJP2	4284	16	8	8	13	10	17	22	28	0
NM_201628.2_KAZN	6047	44	36	2	4	2	8	2	25	22
NM_201627.2_TRIM41	2744	46	24	7	1	8	17	45	53	4
NM_201626.2_USP33	2956	52	51	2	17	6	28	43	118	441
NM_201624.2_USP33	4372	96	83	36	18	10	40	35	71	50
NM_201623.3_CLEC12A	1520	1	0	1	2	0	3	0	3	0
NM_201613.2_IKBIP	1486	0	4	0	10	0	6	4	4	0
NM_201612.2_IKBIP	1604	0	2	6	6	0	6	8	6	0
NM_201599.2_ZMYM3	5602	12	24	2	3	0	18	19	67	6
NM_201597.2_CACNB2	4006	8	6	2	3	2	7	3	8	9
NM_201596.2_CACNB2	4078	8	6	4	3	0	4	0	3	2
NM_201595.2_GTF2A1	5956	19	3	3	13	4	23	21	58	2
NM_201594.2_SH2D6	1992	0	2	5	7	4	6	7	24	21
NM_201593.2_CACNB2	3964	6	8	2	0	2	0	2	0	6
NM_201592.2_GPM6A	3156	242	251	2	0	0	4	2	2	0
NM_201591.2_GPM6A	3697	367	349	0	0	0	0	4	0	0
NM_201590.2_CACNB2	4098	6	4	6	2	2	2	0	0	2
NM_201589.3_MAFA	2373	0	2	0	2	0	0	13	9	0
NM_201575.3_SEZ6L2	3535	80	34	4	0	0	0	4	7	0
NM_201572.3_CACNB2	4229	4	10	6	4	0	4	0	2	8
NM_201571.3_CACNB2	4301	12	10	4	2	0	4	0	2	0
NM_201570.2_CACNB2	4322	24	8	4	4	0	0	0	0	2
NM_201569.2_SMG7	4789	28	22	19	19	2	18	79	83	0
NM_201568.2_SMG7	5798	36	38	18	28	2	27	79	112	0
NM_201567.1_CDC25A	3597	2	0	0	0	0	0	44	28	12
NM_201566.2_SLC16A13	1770	0	0	0	0	2	18	0	4	0
NM_201559.2_FOXO3	7314	107	75	20	26	20	18	50	95	16
NM_201557.3_FHL2	1727	0	0	119	34	0	0	6	8	1
NM_201555.1_FHL2	1907	8	2	82	28	0	0	6	12	0
NM_201554.1_DGKA	2669	6	4	0	0	1	1	6	6	0
NM_201553.1_FGL1	1500	0	0	0	0	63	1090	4	1	7
NM_201552.1_FGL1	1412	2	0	0	0	96	1015	4	2	0
NM_201551.2_NELL1	3129	24	12	0	0	0	0	2	1	0
NM_201550.3_LRRC10	2620	0	1	11	1	0	3	3	13	34
NM_201548.4_CERKL	3226	2	3	0	0	0	4	5	14	3
NM_201546.3_CDCP2	1959	0	0	2	2	0	0	0	0	0
NM_201545.2_LGALS8	6151	22	31	22	27	20	47	40	46	0
NM_201544.2_LGALS8	6212	18	20	24	20	12	50	47	44	0
NM_201543.2_LGALS8	6155	22	22	22	20	10	56	30	28	0
NM_201542.4_MED8	1989	8	12	10	10	13	30	14	26	2
NM_201541.1_NDRG2	2077	152	62	12	0	59	23	4	1	0
NM_201540.1_NDRG2	2119	118	58	18	4	58	13	0	4	0
NM_201539.1_NDRG2	2052	120	74	24	8	38	10	2	2	0
NM_201538.1_NDRG2	2010	122	88	22	4	58	10	0	6	0
NM_201537.1_NDRG2	2075	134	60	22	2	60	16	2	0	0
NM_201536.1_NDRG2	2033	134	98	14	6	60	10	4	0	0
NM_201535.1_NDRG2	2142	116	90	22	8	44	12	8	4	0
NM_201533.3_DGKZ	3560	60	92	11	7	4	15	12	11	0
NM_201532.2_DGKZ	3824	101	62	8	4	0	6	0	6	0
NM_201526.1_ISLR	2128	3	8	32	0	2	8	14	14	12
NM_201525.3_ADGRG1	4133	8	17	6	6	0	4	6	32	4
NM_201524.3_ADGRG1	4255	6	12	8	6	0	2	11	32	0
NM_201523.2_KLC4	2694	2	0	2	4	18	12	10	15	4
NM_201522.2_KLC4	2820	11	16	2	0	20	16	14	18	6
NM_201521.2_KLC4	2404	2	12	2	0	26	4	10	16	6
NM_201520.2_SLC25A35	3305	2	6	0	0	2	1	21	30	0
NM_201517.2_H2AFV	1315	15	9	8	9	1	0	6	4	0
NM_201516.2_H2AFV	1299	2	12	2	4	8	4	4	8	0
NM_201515.1_PPHLN1	1720	2	4	3	3	0	8	23	15	4
NM_201453.3_CBWD3	1723	8	13	9	15	6	29	13	8	0
NM_201446.2_EGFL7	1318	46	22	22	49	6	10	14	28	0
NM_201445.1_DGKA	2769	12	10	2	4	0	6	12	3	0
NM_201444.2_DGKA	2801	4	10	4	8	0	4	10	2	2
NM_201443.2_TEAD4	1739	0	3	0	4	0	2	0	5	0
NM_201442.2_C1S	2850	8	16	218	141	1759	1153	99	199	6
NM_201441.2_TEAD4	1669	0	0	4	20	0	2	0	5	0
NM_201440.1_PPHLN1	1555	8	6	4	0	0	0	10	18	0
NM_201439.1_PPHLN1	1677	4	2	4	2	8	2	16	16	0
NM_201438.1_PPHLN1	1338	2	2	4	0	0	0	2	3	0
NM_201437.2_TCEA1	2741	46	24	18	26	25	81	45	79	0
NM_201436.2_H2AFV	1351	2	4	12	18	4	2	2	12	0
NM_201435.4_CCDC62	3228	2	2	0	0	0	0	515	213	0
NM_201434.2_RAB5C	1819	51	30	20	12	12	27	26	28	8
NM_201433.1_GAS7	8211	284	214	32	28	4	3	27	67	23
NM_201432.1_GAS7	8181	295	240	38	48	2	4	22	99	10
NM_201430.2_RTN3	2529	282	216	8	8	12	21	15	18	0
NM_201429.2_RTN3	2645	315	268	16	10	12	24	20	28	0
NM_201428.2_RTN3	4919	375	298	8	12	8	30	22	20	0
NM_201414.2_APP	3423	272	316	37	55	24	41	34	100	0
NM_201413.2_APP	3591	280	294	68	42	30	32	64	140	0
NM_201412.2_LUC7L	1493	12	22	18	6	4	15	21	24	1
NM_201403.2_MOB3C	2822	2	8	8	10	4	6	4	11	0
NM_201402.2_USP17L2	1593	0	0	0	0	0	0	0	0	0
NM_201398.2_FLAD1	1816	8	9	4	10	2	10	8	12	8
NM_201397.1_GPX1	1200	42	28	30	20	68	114	16	18	0
NM_201384.2_PLEC	14818	22	55	44	13	2	12	16	18	10
NM_201383.2_PLEC	14710	44	40	28	18	8	12	16	24	8
NM_201382.3_PLEC	14757	46	28	48	24	10	12	12	14	12
NM_201381.2_PLEC	14667	30	48	32	28	6	20	6	14	14
NM_201380.3_PLEC	15270	30	38	38	26	6	22	8	34	14
NM_201379.2_PLEC	14772	32	48	40	10	14	22	8	13	16
NM_201378.3_PLEC	14704	24	42	52	10	6	14	14	30	4
NM_201349.2_DOK2	1726	0	0	4	0	0	3	4	2	0
NM_201348.1_PRELP	5823	16	29	87	40	4	33	26	52	129
NM_201286.3_USP51	4410	11	13	4	2	2	2	16	19	14
NM_201284.1_EGFR	2865	2	0	0	0	4	6	2	5	0
NM_201283.1_EGFR	1595	0	0	0	2	0	2	0	0	0
NM_201282.1_EGFR	2239	4	4	0	2	6	0	2	2	0
NM_201281.2_MTMR2	4674	26	14	11	12	1	4	44	47	0
NM_201280.2_BLOC1S5	2695	10	2	4	7	2	9	4	8	0
NM_201278.2_MTMR2	4797	25	10	14	2	0	6	44	36	0
NM_201277.2_CNN2	2391	2	1	11	2	13	6	14	11	5
NM_201274.3_MPRIP	11023	234	195	114	171	38	107	90	198	30
NM_201269.2_ZNF644	5776	42	33	16	26	10	36	56	103	0
NM_201265.1_UBL7	1409	15	16	6	6	2	6	18	15	0
NM_201263.2_WARS2	2835	2	4	8	0	0	4	4	4	0
NM_201262.1_DNAJC12	786	14	8	0	4	4	13	2	1	0
NM_201224.1_DDX47	1689	20	14	14	10	6	47	24	39	4
NM_201222.2_MAGED2	2176	78	54	23	19	14	20	39	81	12
NM_199512.2_CCDC80	4115	0	2	202	66	0	8	30	34	22
NM_199511.2_CCDC80	4712	2	6	210	101	2	7	44	52	36
NM_199487.2_UQCC1	2383	22	28	28	11	4	6	17	25	0
NM_199483.2_C20orf24	1010	14	11	2	9	12	19	19	2	0
NM_199482.3_MOB4	3798	11	7	14	7	0	5	2	18	8
NM_199478.2_PLP1	2965	1343	772	14	0	0	2	26	55	0
NM_199464.2_KCNRG	1639	2	0	3	2	2	4	5	6	0
NM_199462.2_DSTYK	7791	52	75	15	15	8	30	27	88	83
NM_199461.3_NANOS1	4036	9	11	7	14	4	3	4	7	25
NM_199460.3_CACNA1C	13694	2	4	2	11	0	0	0	3	0
NM_199456.2_TEPP	1557	0	0	0	0	0	0	10	3	0
NM_199454.2_PRDM16	8674	10	14	2	2	0	0	2	2	8
NM_199453.3_HTR4	1440	0	0	0	2	0	0	0	0	0
NM_199451.2_ZNF365	3414	45	32	13	6	11	13	27	37	35
NM_199450.2_ZNF365	1726	26	16	0	0	0	2	0	0	0
NM_199444.1_COPE	978	30	18	26	12	16	44	30	28	0
NM_199443.2_USP4	3979	43	37	21	30	10	32	67	46	0
NM_199442.1_COPE	981	30	32	10	14	30	57	47	83	0
NM_199440.1_HSPD1	2319	112	130	131	165	127	308	60	140	0
NM_199436.1_SPAST	5125	23	24	12	17	5	21	39	56	95
NM_199427.2_ZFP64	2967	4	3	0	9	0	0	17	15	18
NM_199426.1_ZFP64	3275	4	8	4	2	7	11	7	14	22
NM_199425.2_VSX1	1196	0	0	0	0	0	0	0	0	2
NM_199424.2_WWP2	3700	14	16	8	2	4	4	14	10	4
NM_199421.1_SOCS4	7029	13	7	6	20	0	19	13	55	5
NM_199420.3_POLQ	8787	0	2	0	2	4	0	18	32	8
NM_199418.3_PRCP	3733	44	26	16	6	36	34	61	28	0
NM_199415.2_UBOX5	4200	7	11	10	5	4	17	18	24	50
NM_199368.1_TRPC4AP	3165	58	38	23	20	44	52	37	67	0
NM_199367.2_SPG7	2328	14	21	14	16	2	11	25	30	5
NM_199363.2_TPD52L2	2341	22	2	6	7	4	4	8	7	2
NM_199362.2_TPD52L2	2401	2	2	14	17	4	8	6	28	0
NM_199361.2_TPD52L2	2368	12	12	6	10	2	4	2	8	4
NM_199360.2_TPD52L2	2428	12	2	10	12	4	8	10	18	0
NM_199359.2_TPD52L2	2299	16	12	14	9	2	8	12	18	2
NM_199352.3_SLC22A25	1644	2	0	0	0	11	14	0	0	0
NM_199351.2_ILDR2	8127	38	32	4	10	5	13	80	219	10
NM_199350.3_C9orf50	1624	0	2	2	0	0	0	18	1	8
NM_199349.2_KCP	2774	1	13	9	6	4	12	12	21	46
NM_199347.3_NEK10	2695	12	2	0	1	2	1	35	19	9
NM_199346.2_PFN4	1536	2	4	0	4	0	0	181	84	0
NM_199344.2_SFT2D2	880	0	0	0	3	0	8	15	35	0
NM_199342.3_SVBP	816	8	18	4	6	8	8	40	26	0
NM_199341.3_C19orf68	3603	34	42	6	4	4	0	6	14	16
NM_199340.3_LRRC37A3	5858	21	34	9	12	6	18	173	162	39
NM_199337.2_TMEM179B	1060	8	12	16	8	20	25	12	40	0
NM_199336.2_FAHD2B	1323	20	18	16	8	2	0	30	23	2
NM_199335.3_FYB	4720	2	4	2	2	2	10	0	4	0
NM_199334.3_THRA	2400	70	60	8	4	2	0	9	10	0
NM_199330.2_HOMER2	2009	4	0	10	14	20	14	3	14	0
NM_199329.2_SLC43A3	2789	2	1	8	18	18	89	4	4	42
NM_199328.2_CLDN8	2147	0	0	0	0	0	0	0	2	0
NM_199327.2_SPRY1	2380	0	4	22	35	4	10	0	4	0
NM_199321.2_ZPBP2	2271	0	0	0	1	4	0	126	63	0
NM_199320.3_JADE1	5772	4	8	4	10	0	11	0	10	3
NM_199298.1_THYN1	1013	16	22	12	3	6	8	2	14	0
NM_199297.1_THYN1	862	10	14	8	0	2	2	10	11	0
NM_199296.2_ISM2	3006	0	0	0	0	2	0	2	2	0
NM_199294.2_APITD1	1243	4	0	4	0	2	0	38	27	0
NM_199293.2_TH	1898	0	0	0	0	0	0	0	0	0
NM_199292.2_TH	1910	0	0	0	0	0	0	0	0	0
NM_199290.3_NACA2	770	0	0	0	0	0	2	74	42	0
NM_199289.2_NEK5	2963	3	11	3	5	4	25	63	36	35
NM_199286.3_DPPA3	1079	0	2	0	0	0	0	0	15	2
NM_199285.2_PRR19	1532	5	2	0	0	0	2	30	16	0
NM_199280.2_FAM179A	3564	2	6	0	0	0	2	2	0	0
NM_199263.2_THSD1	3207	6	19	6	8	0	5	6	6	0
NM_199262.2_SP6	3794	0	0	0	2	0	2	0	2	0
NM_199254.2_TPTE2	1974	3	0	0	0	0	2	58	151	2
NM_199250.2_C19orf48	1667	2	2	4	2	6	5	6	12	4
NM_199249.2_C19orf48	1828	2	2	4	0	0	4	5	4	0
NM_199248.2_CACNB1	1770	30	24	0	0	0	0	2	6	0
NM_199247.2_CACNB1	1905	20	22	0	0	0	2	2	6	0
NM_199246.1_CCNG1	2384	10	20	8	39	20	50	4	36	0
NM_199244.3_FOXD4L4	1251	0	0	0	0	0	0	0	0	0
NM_199243.1_GPR150	1305	2	0	0	0	0	0	4	2	0
NM_199242.2_UNC13D	4406	0	10	10	17	6	38	22	14	26
NM_199235.2_COLEC11	1784	0	0	0	0	2	4	0	2	0
NM_199231.2_GDNF	3655	2	3	3	0	0	6	5	5	29
NM_199229.2_RPE	3265	6	3	2	2	0	4	0	7	0
NM_199227.2_METAP1D	3120	2	2	2	2	0	8	0	4	0
NM_199204.1_DHRS9	1993	0	0	0	0	2	0	6	1	0
NM_199202.2_THEG	1269	2	0	0	0	0	0	36	11	0
NM_199194.2_BRE	1870	9	11	11	10	0	10	12	10	0
NM_199193.2_BRE	1942	2	0	6	4	0	8	12	12	0
NM_199192.2_BRE	1876	14	6	6	2	6	8	13	11	0
NM_199191.2_BRE	1804	12	6	16	8	6	10	10	10	0
NM_199189.2_MATR3	5604	121	117	28	47	10	35	73	97	4
NM_199187.1_KRT18	1439	4	0	10	6	58	277	43	20	14
NM_199186.2_BPGM	2121	10	16	8	4	4	0	8	22	0
NM_199185.3_NPM1	1362	66	54	102	127	62	87	140	136	6
NM_199184.1_DNPH1	813	8	18	4	0	22	14	4	2	0
NM_199183.2_PRSS45	962	0	0	0	0	0	4	3	0	0
NM_199181.2_SOGA1	3728	4	14	0	2	0	2	4	26	6
NM_199180.3_KIRREL2	2993	4	0	6	0	0	0	0	4	20
NM_199179.3_KIRREL2	2432	0	0	0	0	0	0	0	0	0
NM_199177.2_MRRF	1540	5	7	10	14	3	8	9	9	0
NM_199173.5_BGLAP	760	0	2	0	0	0	2	0	2	0
NM_199171.2_PMEPA1	4645	16	16	10	13	0	2	2	0	16
NM_199170.2_PMEPA1	4580	4	10	2	6	2	2	2	2	8
NM_199169.2_PMEPA1	4587	6	16	6	6	0	0	0	2	10
NM_199168.3_CXCL12	1940	2	2	66	55	74	61	14	33	36
NM_199167.1_CLUL1	1877	0	0	0	0	0	0	0	2	0
NM_199166.2_ALAS1	2281	18	12	15	17	44	10	14	15	0
NM_199165.2_ADSSL1	1884	6	2	42	20	8	24	16	10	0
NM_199162.2_ADPRHL1	1883	4	2	92	18	0	0	4	2	4
NM_199160.3_LHX6	3340	8	6	2	6	4	0	2	2	0
NM_199144.2_UBE2V1	2464	10	13	8	2	5	4	15	12	0
NM_199141.1_CARM1	2968	78	54	29	25	20	57	78	101	0
NM_199139.2_XAF1	3581	18	51	52	57	24	169	58	145	272
NM_199138.2_AMER2	9953	147	74	6	7	5	13	14	4	31
NM_199136.4_FAM221A	1503	8	2	0	0	2	10	4	19	0
NM_199135.4_FOXD4L3	2218	0	0	0	0	2	0	0	0	0
NM_199133.3_FAM173B	2672	10	3	2	6	5	5	9	21	63
NM_199131.2_VAX1	4494	0	4	2	0	0	0	0	3	30
NM_199126.2_ZNF585A	6762	15	10	8	5	0	1	8	24	4
NM_199124.2_C11orf63	2130	11	4	1	5	3	7	26	26	47
NM_199123.1_SETD3	1441	22	12	12	7	8	2	67	61	12
NM_199122.2_TBRG4	1940	9	4	4	4	6	10	9	20	2
NM_199121.2_VWA1	4264	16	12	12	20	24	92	4	16	0
NM_199078.2_CNNM3	4772	22	22	18	15	24	43	32	65	28
NM_199077.2_CNNM2	2076	2	2	0	0	4	3	5	6	8
NM_199076.2_CNNM2	4148	10	12	6	0	2	0	8	4	8
NM_199074.1_NDUFAF3	902	6	4	5	14	2	6	58	24	4
NM_199073.1_NDUFAF3	1021	6	2	8	6	2	16	66	9	12
NM_199072.4_MDFIC	5312	4	0	21	25	12	26	13	15	12
NM_199070.1_NDUFAF3	950	10	10	12	12	10	10	64	28	20
NM_199069.1_NDUFAF3	1387	20	23	29	4	20	12	150	19	43
NM_199054.2_MKNK2	3805	26	49	76	58	60	96	63	56	6
NM_199053.2_TRAPPC11	4445	46	34	12	25	6	21	42	52	0
NM_199051.2_BRINP3	3137	18	18	0	0	0	0	4	0	0
NM_199050.2_C2CD2	5848	15	17	15	18	4	16	11	24	2
NM_199047.2_TBPL2	1304	0	0	0	0	0	0	1	2	0
NM_199046.2_TEPP	1638	0	0	0	0	0	0	6	2	0
NM_199044.3_NSUN4	5128	10	15	15	16	2	18	47	45	56
NM_199040.3_NUDT4	4815	56	49	93	115	11	32	34	45	17
NM_199039.3_KLHL5	7545	47	69	4	28	16	115	31	44	10
NM_199037.4_SCN1B	4562	43	32	11	13	10	24	21	34	57
NM_199006.2_APITD1-CORT	1259	0	2	0	0	0	0	2	1	0
NM_199004.1_ARRB2	1891	16	18	6	6	7	4	0	10	0
NM_199002.1_ARHGEF1	3261	8	10	12	8	4	32	14	7	4
NM_199001.3_CYSRT1	1314	0	2	0	0	2	1	6	8	0
NM_199000.2_LHFPL3	3191	16	16	0	0	0	0	0	6	0
NM_198999.2_SLC26A5	2697	0	0	0	0	0	2	0	0	0
NM_198998.2_AQP12A	1097	0	0	0	0	0	0	2	0	0
NM_198996.3_LIPI	1652	0	0	0	0	0	0	0	0	6
NM_198995.2_CCDC178	3353	1	0	0	0	0	1	16	14	0
NM_198994.2_TGM6	2292	0	0	0	0	0	0	0	0	0
NM_198993.3_STAC2	3293	135	165	15	15	3	29	13	34	67
NM_198992.3_SYT10	3286	2	4	0	2	0	0	2	2	0
NM_198989.3_DLEU7	2983	4	2	0	0	0	0	2	2	0
NM_198977.1_ARHGEF1	3137	8	18	16	6	2	26	4	16	0
NM_198976.2_NELFCD	2320	56	57	30	49	66	82	46	129	0
NM_198973.3_MKNK1	2618	6	12	8	6	2	7	6	18	12
NM_198970.1_AES	1684	195	182	126	72	36	67	37	40	2
NM_198969.1_AES	1754	268	248	130	74	44	68	42	64	6
NM_198968.3_DZIP1	7498	44	49	8	19	5	10	127	94	7
NM_198966.1_PTHLH	1312	2	0	2	0	0	0	0	4	0
NM_198965.1_PTHLH	1331	0	0	0	2	0	0	0	0	0
NM_198964.1_PTHLH	1862	2	2	0	0	0	0	2	0	0
NM_198963.1_DHX57	4845	38	28	4	6	2	29	214	84	0
NM_198956.3_SP8	3739	2	2	2	0	0	0	0	2	4
NM_198955.1_MGAT5B	4068	46	38	0	0	0	0	3	2	12
NM_198954.1_NUDT1	801	0	0	0	0	2	0	11	0	0
NM_198953.1_NUDT1	728	0	0	0	0	0	2	0	11	0
NM_198952.1_NUDT1	813	2	0	0	0	0	0	6	0	0
NM_198951.2_TGM2	2010	4	2	33	64	4	67	2	0	0
NM_198950.1_NUDT1	740	0	0	0	0	0	0	0	0	0
NM_198949.1_NUDT1	816	0	0	2	0	2	0	2	0	0
NM_198948.1_NUDT1	743	0	0	0	0	0	0	4	2	0
NM_198947.3_FAM111B	3574	5	6	0	6	4	13	7	14	65
NM_198946.2_LCN6	738	0	0	3	4	0	3	3	0	9
NM_198944.1_OR7C1	963	2	2	0	0	0	0	4	2	0
NM_198941.2_SERINC3	1770	126	81	20	16	12	16	102	128	0
NM_198938.2_PTGES2	1639	14	22	14	12	4	15	2	12	21
NM_198935.2_SS18L1	4612	36	34	14	10	30	64	18	37	25
NM_198930.3_PYHIN1	1968	0	0	0	0	0	4	0	0	0
NM_198929.4_PYHIN1	1995	0	0	0	0	0	2	0	0	0
NM_198928.4_PYHIN1	2093	0	0	0	0	0	0	0	0	0
NM_198926.2_FAM212B	5838	58	36	7	11	2	6	4	14	22
NM_198925.2_SEMA4B	3780	6	4	4	4	3	31	0	8	0
NM_198924.3_TRIM73	1358	1	0	5	0	0	2	9	15	0
NM_198923.2_MRGPRD	966	0	0	2	0	0	0	0	0	0
NM_198920.2_UBE3D	1932	8	8	0	0	0	2	0	5	0
NM_198904.2_GABRG2	3957	92	66	0	0	0	0	0	0	0
NM_198903.2_GABRG2	4077	116	72	0	0	2	2	0	0	0
NM_198902.2_TSPAN3	3796	124	114	18	35	4	20	44	53	4
NM_198901.1_SRI	2012	60	48	20	16	2	12	8	18	0
NM_198900.2_FMNL3	11039	12	23	28	42	2	1	35	78	8
NM_198897.1_FIBP	1450	51	50	16	4	4	14	29	27	0
NM_198896.1_RAB6A	3419	192	202	30	28	14	47	28	43	0
NM_198893.2_ZNF160	4304	2	2	0	2	2	12	11	21	2
NM_198892.1_BMP2K	3859	2	10	12	10	2	14	77	80	0
NM_198887.2_NUP43	3894	46	25	22	32	22	42	39	84	28
NM_198883.3_MTX1	1555	12	11	8	2	4	8	64	19	16
NM_198881.1_TBC1D8B	2607	0	0	0	0	6	6	2	4	0
NM_198880.2_QRICH1	3573	10	16	10	4	6	8	20	23	0
NM_198867.1_ALKBH6	956	10	10	3	0	4	2	0	0	0
NM_198859.3_PRICKLE2	8322	166	68	16	16	8	25	20	14	0
NM_198856.2_EFCAB6	4575	0	5	2	0	0	2	104	35	0
